BattingFirst,BoundariesMajority,Match_ID,Wontoss,scorerange,wonmatch
True,True,335991,False,a,False
True,True,335993,False,b,False
True,True,335995,True,d,False
False,True,335999,True,b,True
True,True,336004,True,c,False
True,True,336007,False,c,False
False,True,336012,True,b,True
True,True,336016,True,b,False
False,True,336019,True,c,False
False,True,336025,False,c,False
False,True,336029,False,b,False
True,True,336036,True,c,False
False,True,336039,False,b,False
True,True,336042,False,b,False
False,True,392189,False,b,True
True,True,392193,True,c,True
True,True,392197,True,c,True
False,True,392201,True,c,True
True,True,392206,True,b,False
True,True,392210,False,b,False
False,True,392214,True,a,False
True,False,392217,True,b,True
True,True,392221,True,c,False
True,False,392225,True,c,True
False,True,392228,False,c,False
False,True,392233,True,c,True
False,True,392234,False,b,False
False,False,392241,True,b,False
False,True,392242,True,b,True
True,False,392244,False,b,True
False,False,419111,False,b,False
True,True,419115,True,c,True
True,True,419122,False,c,True
True,True,419125,True,c,True
True,False,419131,False,b,False
False,True,419135,False,b,False
False,True,419140,True,b,False
False,False,419143,True,b,False
False,True,419146,True,b,False
False,True,419150,True,c,True
False,True,419152,False,b,True
True,True,419156,False,b,True
False,True,419161,True,c,True
True,True,419165,True,b,True
False,False,419168,True,a,False
True,True,419169,False,a,False
True,True,501204,True,b,False
False,True,501208,True,b,False
True,True,501213,False,c,True
True,True,501217,True,c,False
True,True,501221,True,c,True
False,True,501229,False,b,False
True,False,501234,False,b,True
False,False,501241,True,b,False
False,False,501244,False,b,False
True,True,501248,True,c,False
True,False,501255,False,b,False
True,False,501261,True,b,True
False,False,501264,True,b,True
True,True,501269,False,c,True
False,True,548316,False,b,False
True,True,548319,False,b,False
True,True,548326,False,c,False
True,True,548331,False,c,False
True,True,548334,False,c,False
True,False,548340,True,b,False
True,True,548346,True,c,True
True,False,548351,True,a,False
True,True,548353,True,c,True
False,True,548357,True,b,False
True,True,548361,True,c,False
False,False,548364,False,b,False
True,True,548371,False,c,False
False,False,548378,False,b,True
True,False,548381,False,b,True
