BattingFirst,BoundariesMajority,Match_ID,Wontoss,scorerange,wonmatch
True,True,335990,False,c,False
False,True,335994,False,c,False
False,True,335996,False,b,False
True,True,335999,True,b,False
False,True,336002,False,b,True
True,True,336009,False,c,True
False,False,336013,True,a,True
False,True,336017,True,b,True
False,True,336023,True,b,True
False,True,336026,True,a,True
True,True,336029,False,c,True
False,True,336033,False,c,False
True,True,336037,True,c,False
True,False,336041,True,b,False
True,True,392186,False,c,True
False,True,392197,True,b,False
True,True,392202,True,d,True
False,False,392205,True,b,False
True,True,392208,True,b,True
True,False,392213,False,b,False
False,True,392217,True,b,False
True,False,392220,False,b,False
True,False,392223,True,b,True
False,True,392227,False,b,True
False,False,392230,True,b,False
True,True,392232,False,b,False
True,True,392240,True,b,False
True,True,419112,True,c,True
True,True,419119,False,d,True
True,True,419124,False,b,False
False,True,419127,False,c,True
False,True,419130,True,c,True
True,True,419135,False,c,True
False,True,419137,True,b,True
True,True,419143,True,c,True
False,False,419147,True,b,False
True,False,419151,False,b,False
True,True,419155,False,c,True
True,True,419157,True,c,True
True,True,419162,False,c,True
True,False,419166,False,b,False
True,True,419167,True,c,True
False,True,419170,True,b,False
False,False,501206,False,a,True
False,True,501210,True,b,True
True,True,501215,True,c,False
False,False,501223,False,b,True
True,True,501226,False,b,True
True,True,501229,False,c,True
True,False,501236,True,a,False
True,True,501242,False,c,True
True,True,501246,False,b,True
True,True,501251,False,c,True
False,True,501256,False,a,False
False,True,501261,True,b,False
True,False,501268,False,b,False
False,True,501272,True,c,True
False,True,501274,True,b,True
False,True,501275,False,b,False
False,True,548311,True,b,True
False,False,548313,False,a,False
False,True,548319,False,b,True
True,True,548322,False,c,True
True,True,548330,True,a,False
True,True,548339,False,c,False
False,True,548344,False,c,True
False,True,548347,False,c,False
False,False,548351,True,a,True
True,False,548356,True,b,True
False,True,548360,True,c,True
True,False,548365,True,b,False
True,True,548368,True,c,True
False,True,548372,True,c,True
False,True,548375,False,b,False
False,True,548382,False,b,True
False,True,548384,False,b,False
False,True,598004,False,b,False
True,True,598007,True,b,True
True,True,598011,True,c,True
True,True,598016,True,c,True
False,False,598024,True,a,False
True,True,598029,False,c,False
False,True,598034,False,c,True
True,True,598038,True,c,True
True,True,598042,True,c,True
True,False,598044,False,b,False
True,True,598051,True,b,True
True,True,598055,True,c,True
False,True,598060,False,b,True
False,True,598065,False,c,True
True,True,598068,False,c,True
False,True,598071,False,b,False
False,True,598075,True,b,False
False,True,598077,False,c,True
True,True,598078,True,b,True
False,False,729284,True,b,False
True,False,729292,True,b,False
True,True,729308,False,b,False
True,True,729314,False,b,False
False,True,729322,False,b,False
False,True,733978,False,c,True
True,True,733988,False,c,True
True,True,734000,True,c,False
False,True,734006,False,c,True
True,True,734014,True,b,False
True,True,734022,True,c,True
False,True,734030,True,b,True
True,True,734036,False,c,True
False,True,734046,True,c,True
True,True,734050,True,c,False
True,True,829710,True,c,False
False,True,829722,False,c,False
True,True,829726,False,c,False
True,True,829734,False,c,False
True,True,829742,False,c,True
False,True,829752,False,b,False
True,True,829756,True,b,True
True,True,829774,False,c,True
True,True,829780,True,c,True
False,True,829788,False,b,True
False,True,829794,False,c,True
False,True,829800,True,c,False
True,True,829810,False,c,True
False,True,829820,False,b,True
True,True,829822,True,c,True
True,True,829828,False,c,True
True,True,980906,False,b,False
False,True,980914,True,c,True
True,True,980922,True,b,False
True,False,980928,True,b,False
False,True,980932,True,c,True
False,True,980938,False,c,False
True,True,980946,False,c,True
False,True,980952,True,c,True
False,True,980962,True,c,True
False,True,980978,False,a,False
False,True,980986,True,b,True
True,True,980990,False,b,False
True,True,980998,False,c,True
True,True,981012,True,c,False
